Iteration,MinCost,AvgCost,StdDevCost
640,63423.0,65781.6,1142.1195341570121
641,63423.0,65877.55,1809.5844345477708
642,63423.0,65768.73,1153.3402684587427
643,63423.0,65764.3,1131.155568077141
644,63423.0,65753.17,1081.434158649961
645,63422.0,65671.0,1074.461424870783
646,63422.0,65823.06,2112.4885598638293
647,63422.0,65709.94,1249.4546998065543
648,63422.0,65647.82,1027.5167022162382
649,63422.0,65714.25,1292.269871860043
650,63422.0,65785.34,1817.9233863911534
651,63422.0,65616.08,1000.42483581787
652,63422.0,65639.31,1053.8762955696634
653,63422.0,65724.34,1559.8450338725863
654,63422.0,65752.06,1782.3538733082635
655,63422.0,65656.24,1121.9056039803102
656,63422.0,65632.73,1033.7295023067659
657,63422.0,65835.24,2516.107010298395
658,63422.0,65702.97,1401.6811656007937
659,63422.0,65761.44,1860.975720617352
660,63422.0,65569.72,997.8892884078834
661,63422.0,65653.49,1380.542174969199
662,63422.0,65623.82,1192.90998398831
663,63422.0,65523.4,966.8064893652648
664,63422.0,65596.87,1287.8220252767378
665,63422.0,65565.91,1105.3868749597732
666,63422.0,65500.58,950.4433646961556
667,63422.0,65621.29,1630.8739696707084
668,63422.0,65512.91,974.2275893540409
669,63422.0,65548.46,1118.622822306902
670,61725.0,65400.52,1072.7412490786153
671,61725.0,65449.87,1623.160470262328
672,61725.0,65361.06,1120.4051559749953
673,61725.0,65369.69,1148.9770302580491
674,61725.0,65428.01,1465.872150467138
675,61725.0,65385.43,1215.2231308186854
